CLOROF_A,COLI_FEC,COLI_TOT,E_COLI,COT,COT_SOL,DBO_SOL,DBO_TOT,DQO_SOL,DQO_TOT,N_NH3,N_NO2,N_NO3,N_ORG,N_TOT,N_TOTK,P_TOT,ORTO_PO4,COLOR_VER,TRANSPARENCIA,ABS_UV,SDT,SAAM,SST,TURBIEDAD,TEMP_AMB,PROFUNDIDAD,CAUDAL,DUR_TOT,TEMP_AGUA,CONDUC_CAMPO,pH_CAMPO,OD_%,OD_mg/L
,1664,5475,1,0.241,0.195,2,2,10,10,0.03049,0.00164,0.02877,0.22051,0.28141,0.251,0.02994,0.02188,3,,0.029,168.32,0.039,10,0.6,30,,71.9,126.7,26.6,263,8.3,138.4,10.5
,10462,24196,386,3.303,3.239,2,2,10,27.26,0.168436,0.005644,0.198855,0.766272,1.139207,0.934708,0.24572,0.10923,25,,0.124,193.28,0.058,159,45,35,,1526.2,120.75,32.6,302,8.5,100.3,6.93
,3255,24196,327,1.939,1.939,2,2,10,10,0.19099,0.0081,0.26519,0.37907,0.84335,0.57006,0.12512,0.08724,50,,0.126,145.92,0.022,71.33,37,29,,7282.9,97.04,26.4,228,7.9,98.6,7.69
,4884,24196,670,1.704,1.704,2,2,10,10,0.07082,0.00354,0.14039,0.50301,0.71776,0.57383,0.20171,0.07898,40,,0.103,142.72,0.008,130,70,29,,,61.64,26.8,223,8.1,110.5,7.6
,959,3448,10,0.985,0.785,2,2,10,10,0.03509,0.0085,0.11168,0.22779,0.38306,0.26288,0.05004,0.04637,3,,0.021,165.12,0.019,10,0.3,23,,185.7,148.555,17.5,258,8.6,100.7,9.34
,75,6488,10,0.912,0.861,2,2,10,10,0.050781,0.004571,0.020713,0.30163,0.377695,0.352411,0.07098,0.04063,5,,0.053,193.92,0.015,10,0.7,24.2,,98.2,134.043,25.1,303,8.5,99.6,9.1
,2143,7270,10,1.389,1.218,2,8.6,10,13.5,0.074347,0.005091,0.016826,0.36119,0.457454,0.435537,0.03098,0.0512,3,,0.005,200.32,0.043,10,0.3,33.6,,52.5,,25.3,313,8.4,125.2,9.92
,1872,15531,31,1.731,1.401,2,2,10,10,0.029043,0.002127,0.02192,0.14659,0.19968,0.175633,0.02546,0.01568,3,,0.013,191.36,0.072,10,1.1,32,,16,115.357,30.9,299,8.6,155.2,11
,993,11199,160,1.127,1.127,2,2,10,10,0.072436,0.002993,0.110444,0.29925,0.485123,0.371686,0.09828,0.0695,25,,0.06,132.48,0.016,32,16,29.4,,8640.6,85.888,26.2,207,8.8,103,7.89
,613,8164,20,0.843,0.843,2,2,10,10,0.042677,0.003369,0.019571,0.28964,0.355257,0.332317,0.05907,0.0587,8,,0.03,164.48,0.021,10,0.5,20.9,,1007.1,134.341,20.1,257,8.5,104.3,9.24
,780,2603,20,0.989,0.524,2,2,10,10,0.038608,0.002812,0.016821,0.09106,0.149301,0.129668,0.04865,0.04684,5,,0.023,180.48,0.014,10,0.45,18,,260.7,143.278,20.2,282,8.3,104,9.07
,241960,241960,155310,13.66,10.165,10.6,14.2,19.32,420.27,0.113758,0.00713,0.313378,12.8239,13.258166,12.937658,3.88743,0.16586,130,,0.197,148.48,0.01,3540,1550,27.3,,5776.3,251.618,26.9,232,8,96.6,7.36
,19350,,12230,9.448,,,2,,120.35,0.217028,0.003029,0.186357,5.00219,5.4086,5.219217,3.10728,0.10016,500,,,96,0.01,2596.4,1000,28.3,,,186.026,25,150,8,98.1,8.65
,2046,4352,74,4.0458,1.5435,3.48,4.62,10,10,0.2224,0.0029,0.0191,5.7817,6.0261,6.0041,0.1347,0.0254,12.5,,0.009,494.08,,16.5,6,24.56,,,217.4668,25.06,772,7.88,100.15,7.96
,738,4106,41,0.776,0.776,2,2.79,10,10,0.2846,0.0028,0.0285,0.2094,0.5253,0.494,0.1568,0.0315,7.5,,0.0093,235.84,,10,2.5,26.4,,240,185.832,24.92,368.5,8.6,94.7,9.2
,135,1421,41,1.4707,1.4707,3.63,5.31,10,19.7,0.0438,0.0032,0.0859,0.1867,0.3196,0.2305,0.148,0.05,5,,0.0082,230.4,,10,0.6,,,100,165.3792,,360,8.26,136.2,9.96
,2247,5794,379,5.8584,2.7635,3.61,4.03,10,14.832,0.0497,0.0028,0.0169,0.2752,0.3446,0.3249,0.0748,0.0216,10,,0.009,245.76,,12,1.3,40,,5,192,31.15,384,7.96,115.9,8.09
,457,24196,269,1.9831,1.8577,6.06,11.28,10,16.24,0.0274,0.0076,0.2576,0.2538,0.5464,0.2812,0.1999,0.0432,20,,0.0748,206.72,,29.67,5.4,33.4,,1890,165.961,31.3,323,8.09,104.01,7.53
,24196,24196,24196,10.4737,10.4737,6.99,10.11,254.2,328,0.7707,0.0134,0.5263,3.2374,4.5478,4.0081,3.3238,0.1811,,,0.2017,95.6288,,,,27.1,,31360,864.044,25.8,149.42,7.91,90.1,6.85
,771,3255,98,0.808,0.808,5.5,6.88,10,41.6,0.091,0.003,0.166,0.111,0.371,0.202,0.059,0.042,10,,0.017,197.76,0.055,10,1.9,31.8,,5460,168.08,30,309,8.51,114.13,
,226,3609,63,11.16,11.16,4,4,10,20,0.085,0.003,0.2,0.115,0.403,0.2,0.09,0.061,12.5,,0.083,228.736,0.02,10,0.39,24.5,,43.68,221,24.5,357.4,8.59,100.54,8.04
,776,14136,31,,,2,2.6,10,38.16,0.067,0.002,0.051,0.068,0.188,0.135,0.12,0.065,7.5,,0.025,238.72,0.015,10,0.35,38,,120,180,27.3,373,8.7,133.4,10.3
,481,2613,31,1.037,0.898,14,16.1,19.3,30.55,0.09,0.003,0.019,0.037,0.149,0.127,0.085,0.006,5,,0.027,167.04,0.024,12.8,0.9,33.4,,9.3,130.5,32.5,261,8.8,99.8,7.1
,15531,24196,2359,3.799,3.662,2,2.7,17.06,31,0.199,0.008,1.106,0.699,2.012,0.898,0.356,0.054,7.5,,0.128,98.56,0.074,270,97.5,34,,28100,121.8,27.4,154,8,141.3,10.8
,24196,24196,5172,2.585,1.687,2,2,11.31,23.43,0.059,0.006,0.342,1.025,1.432,1.084,0.42,0.078,60,,0.076,140.8,0.01,295,187.5,36,,23380,113.3,27.2,220,7.7,74.4,5.4
,8164,12997,816,1.921,1.188,2,2,10,10,0.019,0.008,0.159,0.378,0.564,0.397,0.143,0.028,30,,0.034,193.92,0.01,72,33,39,,13040,132,31.2,303,8.2,103.5,7.4
,988,4106,86,2.231,2.1605,2,2,10,10,0.0387,0.0047,0.2146,0.046069,0.304069,0.084769,0.09098,0.097236,5,,0.052,233.6,0.014,10,0.5,33,,122,160.46,26.9,365,8.3,121.1,9.39
,1515,1904,1,0.2569,0.0755,2,2,10,10,0.047029,0.00512,0.017481,0.299875,0.369505,0.346904,0.097029,0.0771,5,,0.028,180.48,0.016,10,3.9,35,,225,158.71,30.1,282,8.9,110.8,8.79
,12997,17329,4611,0.971,0.971,2,2,10,11.31,0.113181,0.003132,0.024516,2.881435,3.022264,2.994616,0.103949,0.056229,3,,0.009,242.56,0.045,10,1.8,37,,58.9,140.89,33.6,379,8.5,127.5,8.79
,8664,24196,987,4.3014,3.5829,2,2,10,13.12,0.058227,0.005,0.4133,0.511473,0.988,0.5697,0.2183,0.0946,50,,0.102,147.2,0.01,112,90,31,,13865.6,104.15,30,230,7.8,95.2,7.19
,2064,9208,223,1.3067,1.3067,2,2,10,10,0.062232,0.007236,0.110476,0.131666,0.31161,0.193898,0.114272,0.076635,5,,0.03407,184.96,0.01,5.2,3.9,33,,4236.7,224.29,29.7,289,8,89.2,7.01
,2475,24196,1483,1.3851,1.3851,2,2,10,10,0.034614,0.021518,0.364014,0.295068,0.715214,0.329682,0.178602,0.060468,30,,0.04841,144,0.01,60,24,33,,13933.5,122.77,28.6,225,8.1,83.2,6.21
,3255,5475,52,0.088,0.088,2,2,10,10,0.051018,0.002335,0.037422,0.369415,0.46019,0.420433,0.101223,0.06501,5,,0.01991,242.56,0.009,10,2.1,35,,138.3,177.34,28.9,379,8,112.4,8.43
,8664,14136,75,1.057,1.057,2,2,10,10,0.064996,0.001942,0.02554,0.488889,0.581367,0.553885,0.200431,0.054285,10,,0.02891,210.56,0.026,8.5,0.7,36,,91.4,168.97,32.9,329,7.2,121.7,8.51
,241960,241960,64880,15.437,9.127,4.85,5.68,19.87,,0.135856,0.003931,0.28553,9.603794,10.029111,9.73965,3.501323,0.114723,60,,0.13423,148.48,0.01,1620,300,29,,15365.9,252.41,27.3,232,8,96.5,7.45
,8664,15531,109,1.39,1.3402,2,2,10,29.24,0.056187,0.003133,0.086729,0.287969,0.434018,0.344156,0.152465,0.055941,13,,0.03399,195.84,0.01,23.5,14,32,,6887.5,117.93,31,306,8.5,101.2,7.32
,6488,24196,1259,0.9376,0.804,2,2,10,53.15,0.022284,0.006961,0.195092,0.302763,0.5271,0.325047,0.087519,0.061085,18,,0.02609,168.32,0.01,41,23,30,,7833,111.94,29.5,263,8.9,,7.28
,7701,12997,369,0.6757,0.6757,2,2,10,10,0.053504,0.006096,0.160681,0.322494,0.542775,0.375998,0.097121,0.077389,3,,0.0475,236.8,0.043,10,2.1,29,,1690,154.79,28.6,370,9,102.4,7.6
,529,5475,31,0.222,0.202,2,4.8,10,10,0.02949,0.00727,0.26386,0.15702,0.45764,0.18651,0.10422,0.08258,10,,0.024,230.4,0.01,10,0.4,30,,266.7,165.73,26.9,360,8.7,125.1,9.65
,1236,5475,52,0.805,0.301,2,4.1,10,27.85,0.0434,0.0031,0.03826,2.08768,2.17244,2.13108,0.07188,0.13224,10,,0.041,239.36,0.01,10,1.6,32,,74.9,159.74,28.9,374,8.2,116,8.62
,8664,15531,31,0.803,0.69,2,2,10,10,0.03281,0.0039,0.04456,0.28282,0.36409,0.31563,0.0811,0.06761,5,,0.009,265.6,0.03,10,2.3,37,,63.3,149.18,32.6,415,8.5,168,11.5
,24196,24196,324,2.615,2.045,2,2,10,13.63,0.221966,0.007493,0.2313,0.869332,1.330091,1.091298,0.24873,0.11368,25,,0.124,216.96,0.072,147.78,50,34,,1538.3,133.03,33,339,8.3,96.4,6.66
,12997,24196,269,1.968,1.968,2,2,10,10,0.25376,0.0059,0.32314,0.21341,0.79621,0.46717,0.14003,0.12601,40,,0.13,181.76,0.012,77.33,35,30,,7539.6,115.23,28.4,284,8.1,96,7.21
,7270,24196,749,1.795,1.795,2,2,10,19.5,0.28572,0.00418,0.16318,0.98234,1.43542,1.26806,0.23594,0.09386,60,,0.088,178.56,0.008,186,140,30,,14918.6,119.18,29.5,279,8.3,109.8,7.22
,1500,3255,109,1.947,1.652,2,4.05,10,22.36,0.04285,0.07518,0.76117,0.34444,1.22364,0.38729,0.11681,0.33115,5,,0.037,252.8,0.015,10,0.75,29,,321.9,191.29,23.6,395,8.5,133.5,11.03
,201,1232,31,1.65,1.192,2,2,10,10,0.069459,0.01491,0.149682,0.53461,0.768661,0.604069,0.30471,0.16266,13,,0.058,268.16,0.043,10,0.9,28.6,,155,200.033,27.5,419,8.4,138.6,11.21
,2603,4352,10,1.457,0.669,2,4.73,10,10,0.07033,0.005231,0.01912,0.40623,0.500911,0.47656,0.06057,0.09811,3,,0.01,282.88,0.024,10,0.45,33.5,,44.5,162.093,28.9,442,7.4,165.8,12.35
,1162,2909,63,2.322,2.322,2,2,10,10,0.017557,0.002025,0.015327,0.09137,0.126279,0.108927,0.06967,0.03707,10,,0.009,274.56,0.053,10,4.7,36.8,,30.4,149.761,34.8,429,8.7,192.4,12.7
,2046,17329,345,1.157,1.157,2,2,10,10,0.075713,0.004368,0.148793,0.26953,0.498404,0.345243,0.11651,0.07967,50,,0.057,156.8,0.04,37,18,28.7,,7966.1,99.87,27.8,245,8.6,101.4,7.58
,1172,3654,10,0.796,0.796,2,2,10,10,0.053859,0.004597,0.148541,0.19994,0.406937,0.253799,0.09622,0.09212,13,,0.028,220.16,0.026,10,0.3,28.3,,1210,160.752,23.6,344,8.6,128.4,10.43
,581,2603,41,0.754,0.671,2,2,10,10,0.003,0.008276,0.261464,0.24526,0.518,0.24826,0.09234,0.09234,3,,0.052,206.08,0.014,10,0.3,22,,421.7,175.566,21.9,322,8.6,121.6,9.99
,30760,241960,26030,9.225,6.33,2,2,12.6,261.3,0.138581,0.014124,0.358871,8.01998,8.531556,8.158561,2.2553,0.13923,50,,0.149,202.24,0.01,2300,700,28.1,,6675.6,196.474,28.9,316,8.1,92.7,6.8
,27550,,12460,8.268,,,2,,203.5,0.286004,0.003174,0.206235,5.37218,5.86759,5.658181,3.0025,0.10474,500,,,106.24,0.01,2674.4,1500,31.6,,,203.837,27.1,166,8,92.8,7.75
,24196,24196,3,7.6117,5.3501,2.46,3.12,10,21.1896,0.2183,0.0054,0.1134,0.8024,1.1395,1.0207,0.1177,0.0443,20,,0.009,452.48,,10,1.1,34.11,,2125,339.4108,29.4,707,8,80.26,5.95
,3,6131,3,7.9765,2.5824,2.61,2.85,10,13.0832,0.2831,0.005,0.1072,0.2878,0.6831,0.5709,0.1205,0.0398,17.5,,0.009,132.544,,10,1.2,24.78,,1534,113.1872,24.3,207.1,8.43,99.1,8.11
,173,2046,1,4.617,4.617,2.25,2.55,13.2,22.4576,0.1099,0.0057,0.0403,0.3046,0.4605,0.4145,0.1284,0.031,17.5,,0.029,186.24,,5.5,2.6,27.42,,1340,148.6656,23.54,291,8.28,87.42,6.98
,41,12033,20,8.2306,6.6009,2.49,3.03,19.7,30.732,0.0386,0.0026,0.0493,0.5063,0.5968,0.5449,0.1142,0.0142,15,,0.0401,184.96,,9,5.8,28.7,,800,173.2544,25.11,289,8.2,73.73,6.36
,155,12033,1,9.4991,7.0821,3.07,3.37,10,23.072,0.0674,0.0044,0.0245,0.5602,0.6565,0.6276,0.0684,0.0094,17.5,,0.009,197.12,,19,5.6,40.3,,113,186,31,308,8.19,80.2,5.84
,6488,24196,10,4.8816,4.7185,6.24,10.14,10,24.36,0.0447,0.0037,0.0683,7.798,7.9147,7.8427,,,20,,0.1363,186.88,,11.5,4.8,33.1,,5,131.191,30.4,292,8.48,79.3,5.9
,2492,7701,110,6.6084,4.2347,4.19,14.57,10,59.3,0.0946,0.0035,0.0203,0.7535,0.8719,0.8481,0.0683,0.0131,20,,0.0861,156.16,,6,4.2,34.1,,34,150.071,30.4,244,8.54,67.77,6
,480,3076,31,6.583,4.789,14.32,18.64,17.6,51.2,0.141,0.005,0.536,0.213,0.895,0.354,0.145,0.083,100,,0.13,133.12,0.111,9.5,26.5,34.5,,465,97.069,30.3,208,8,88,6.69
,146,3255,10,12.35,10.03,3,4,10,45,0.079,0.005,0.269,0.344,0.697,0.423,0.1,0.061,12.5,,0.131,145.92,0.06,10,1.6,35.8,,1320,138,28.6,228,7.99,70.3,5.38
,433,4352,30,4.049,4.02,13.2,95.4,15.35,101.81,0.087,0.004,0.035,0.32,0.446,0.407,0.071,0.012,5,,0.124,170.88,0.019,10,1.4,33,,1800,116,28.5,267,7.9,81.1,6.2
,909,3448,31,2.985,2.913,2,2,10,32.96,0.055,0.004,0.052,0.097,0.208,0.152,0.051,0.009,12.5,,0.082,210.56,0.033,6,1.2,44.5,,26,140.5,29.1,329,8.8,89.8,6.7
,3255,5172,10,6.326,5.524,4.3,18.7,23.7,28,0.116,0.048,0.641,0.38,1.185,0.496,0.12,0.053,50,,0.174,145.28,0.03,10,7,35,,0,116.9,30.5,227,7.7,72.3,5.4
,2099,155531,183,5.879,2.773,2,2,16.16,27.47,0.074,0.006,0.171,0.994,1.245,1.068,0.107,0.061,50,,0.135,146.56,0.017,7,15,30,,,101.3,28,229,7.7,59.6,4.4
,1956,17329,10,5.2915,5.1306,2,2,10,23.52,0.174257,0.0032,0.112,0.220787,0.510244,0.395044,0.05548,0.0615,5,,0.165,135.232,0.043,10,2,28,,2868,88.73,25.5,211.3,7.8,104.1,8.5
,1450,5794,144,3.6021,2.7316,2,4.3,10,10,0.01648,0.006687,0.12426,0,0.147427,0.01648,0.107371,0.071631,8,,0.129,129.984,0.04,10,1.6,28,,462,101.76,28.4,203.1,8.3,89.6,7.13
,1296,10462,134,4.1229,2.7277,2,2,10,18.58,0.211869,0.005052,0.154274,0.59589,0.967085,0.807759,0.093351,0.070315,15,,0.088,172.16,0.062,10,2.3,34,,12685,119.06,29.4,269,8.1,91.1,6.87
,2909,24196,97,4.1309,3.0865,2,2,10,10,0.231839,0.005,0.2713,0.226861,0.735,0.4587,0.0991,0.0688,15,,0.11,140.8,0.01,10,1.8,31,,255,110.15,28.5,220,7.2,76.1,6.01
,3448,19863,52,4.0171,4.0171,2,2,10,10.9,0.097991,0.014034,0.244006,0.332487,0.688518,0.430478,0.145247,0.111033,30,,0.11845,160.64,0.013,13,12,30,,695.3,106.14,28.4,251,7.6,72.3,5.72
,2481,24196,10,5.2551,5.0988,2,2,13.25,37.66,0.112135,0.003632,0.021699,1.005652,1.143118,1.117787,0.060485,0.007193,20,,0.13699,115.2,0.055,6.25,4.4,32,,15320.6,76.03,30,180,8.3,82.1,6.13
,1467,5172,41,3.9073,3.5622,2,2,10,10,0.096481,0.00987,0.082305,0.454174,0.64283,0.550655,0.107926,0.034857,20,,0.11673,147.2,0.018,10,0.85,31,,2258.8,104.32,24.1,230,7.7,76.2,6.35
,2481,12033,96,5.8697,4.7431,2,2,10,10,0.097271,0.004544,0.124956,0.321722,0.548493,0.418993,0.153746,0.050118,15,,0.12772,135.68,0.031,10,1.3,33,,455.8,111.27,28.2,212,7.2,106.7,8.23
,5172,19863,173,8.5905,6.6845,2,2,10,10,0.102915,0.007058,0.24171,0.59449,0.946173,0.697405,0.07974,0.053517,15,,0.10945,202.88,0.01,10,2.6,34,,294.7,118.9,29.9,317,8.1,96.4,7.19
,11199,24196,1483,4.1781,3.9712,2,2,10,10.32,0.106198,0.007393,0.256663,0.498592,0.868846,0.60479,0.161702,0.077438,50,,0.16034,174.72,0.026,10,18,32,,423.6,95.17,31.7,273,8.1,94.1,6.85
,3448,12997,20,3.2379,3.166,2,2,10,23.41,0.071439,0.011319,0.263659,0.375297,0.721714,0.446736,0.108752,0.076635,25,,0.12051,160.64,0.022,10,8,26,,322.3,103.8,26.7,251,7.7,71.9,5.71
,2359,11199,62,3.7857,3.6582,2,4.45,10,10.97,0.211822,0.051401,0.204855,0.392096,0.860174,0.603918,0.124346,0.113067,30,,0.16583,127.36,0.034,10,6.3,28,,2959,80.49,27.1,199,8.3,86,6.75
,1500,6131,171,4.335,4.335,4.75,15.59,10,24.59,0.07078,0.00858,0.0849,0.44437,0.60863,0.51515,0.05379,0.02871,30,,0.113,154.88,0.031,10,1.7,32,,1576,103.58,24.4,242,8.2,99.1,7.96
,1720,24196,31,5.169,5.129,2,4.22,10,50.58,0.08129,0.00589,0.11311,0.54512,0.74541,0.62641,0.0526,0.10557,15,,0.107,171.52,0.034,10,2.2,33,,1167.2,109.95,25.9,268,7.9,95.1,7.42
,4611,10462,63,4.443,4.417,2,2,10,10,0.0607,0.00493,0.13126,0.4125,0.60939,0.4732,0.04472,0.02205,15,,0.12,190.72,0.025,10,1.7,35,,290.1,110.35,30.2,298,8.1,95.5,6.92
,2613,8164,119,4.725,3.956,2,2,10,17.89,0.05899,0.011109,0.222812,0.519085,0.811996,0.578075,0.03419,0.03419,15,,0.16,195.2,0.068,10,3.9,33,,308.6,122.8,28.7,305,7.5,73.4,5.59
,3076,15531,122,4.553,4.488,2,2,10,12.1,0.18769,0.03112,0.47121,0.33489,1.02491,0.52258,0.09171,0.11742,50,,0.2,177.28,0.012,10,18,27,,416.3,105.12,28.6,277,7.9,80.2,6.1
,4352,14136,288,3.997,3.997,2,2,10,12.84,0.1069,0.01218,0.5531,0.70755,1.37973,0.81445,0.10856,0.10076,80,,0.198,142.08,0.008,10,32,28,,549.5,88.36,27,222,7.8,89.9,6.41
,373,3873,20,7.193,7.162,2,2,10,19.04,0.13558,0.03106,0.46683,0.42266,1.05613,0.55824,0.07452,0.1102,15,,0.126,117.632,0.015,10,1.1,20,,2224.7,101.75,20.4,183.8,8.3,90.8,8
,1210,3448,10,5.141,5.141,2,2,10,25.06,0.098724,0.019751,0.18586,0.53573,0.840065,0.634454,0.0771,0.09733,15,,0.15,158.72,0.048,10,2.1,28.7,,1984.9,103.11,23.5,248,8.3,93.1,8.15
,1793,9804,119,5.775,5.623,2,2,10,14.69,0.0704,0.000762,0.002507,0.76519,0.838859,0.83559,0.02911,0.06039,20,,0.126,199.04,0.043,10,5.4,37.1,,869.4,114.84,28.4,311,8.1,104.4,8.06
,1553,4106,121,5.248,5.172,2,2,10,10,0.006873,0.006167,0.103847,0.11226,0.229147,0.119133,0.0363,0.03174,3,,0.042,203.52,0.1,10,2.3,31.8,,118.2,119.072,28.6,318,7.6,85.6,6.47
,1860,19863,148,3.203,2.462,2,2,10,10,0.11111,0.00754,0.113127,0.4469,0.678677,0.55801,0.08463,0.06795,25,,0.108,224,0.03,10,4.7,28.3,,100.3,141.815,27.4,350,7.7,71.1,5.48
,663,5012,10,3.945,3.353,2,2,10,10,0.073884,0.032304,0.172826,0.41789,0.696904,0.491774,0.07554,0.07409,15,,0.133,136.96,0.04,10,1,19,,4014.4,86.926,23.3,214,8.2,91,7.54
,1333,9208,10,4.548,3.97,2,4.06,10,11.7,0.250306,0.004505,0.212853,0.2897,0.757364,0.540006,0.09374,0.06879,3,,0.11,134.4,0.042,10,1.6,20.4,,3535.3,104.936,22.9,210,8.1,92.7,7.6
,5794,24196,345,6.3,4.788,2,2,10,10,0.219298,0.027462,0.261371,0.64725,1.155381,0.866548,0.10146,0.08749,60,,0.205,222.72,0.01,15.5,15,27.7,,102.4,124.918,28.1,348,7.8,46,3.51
,1266,,52,6.348,,,2,,10,0.209965,0.039446,0.269218,0.62545,1.14408,0.835414,0.08983,0.05418,30,,,211.2,0.01,10,35,25.1,,82.5,128.635,26.5,330,7.3,53.3,4.47
,990,,10,5.4744,5.4744,2.58,2.58,10,16.4808,0.1676,0.0047,0.0028,0.9516,1.1267,1.1192,0.1098,0.028,25,1,0.009,1347.84,,17.6667,2.9,,,,123.9764,,2106,6.94,,4.25
30.2328,404,,20,6.2669,4.4505,3.2,4.76,13.4,22.68,0.1225,0.0018,0.0058,0.3725,0.5026,0.495,0.0992,0.0117,2.5,0.7,0.009,295.04,,13,3.4,37.43,,,201.4704,24.98,461,,,
44.0624,1333,,10,4.3795,4.3795,3.71,8.03,15.34,30.67,0.1798,0.0054,0.0649,0.3867,0.6368,0.5665,0.1102,0.024,25,0.3,0.0803,146.56,,17.33,7.1,29.1,,,156.892,33.5,229,,,
28.4,226,,31,4.529,3.175,14.4,84.9,16.2,125.2,0.102,0.003,0.018,0.666,0.789,0.768,0.07,0.001,5,1.2,0.113,183.04,,5.5,1.7,32,3.5,,59.8,25.1,286,7.1,42.3,3.5
17.62,462,,1,4.44,4.174,2,2,18.7,38.38,0.173,0.019,0.54,0.636,1.368,0.809,0.233,0.127,25,0.4,0.129,145.92,,131.7,5,32.2,5.7,,103,,228,8.2,77,5.6
42.66,1597,,1,5.3481,4.96,2,2,10,10,0.101096,0.002684,0.045688,0.327289,0.476757,0.428385,0.028631,0.07889,5,1.5,0.125,154.24,,7.33,2.4,32,4,,110.52,27.5,241,6.8,54.5,3.59
9.0976,393,,1,5.2189,3.6899,2,2,10,30.24,0.057532,0.001613,0.004,0.770183,0.833328,0.827715,0.197294,0.002274,20,1,0.10428,121.984,,72,2.8,27,16,,88.24,26.1,190.6,9.4,121.3,9.39
7.2664,1500,,1,4.2621,3.9772,2,2,12.06,61.85,0.051996,0.005294,0.001703,0.9297,0.988693,0.981696,0.072558,0.009549,13,1.2,0.10609,184.32,,5.5,2,28,11,,111.46,24.9,288,7.4,52.1,4.1
9.48,246,,110,3.6822,3.6822,2,2,10,11.98,0.038298,0.008887,0.057914,0.611968,0.717067,0.650266,0.082123,0.043544,13,0.9,0.11536,158.72,,10,3.1,37,10,,89.98,32.8,248,9.3,139.4,9.9
9.1879,233,,1,4.594,4.363,2,5.09,10,26.75,0.221694,0.004166,0.004576,1.302442,1.532878,1.524136,0.282891,0.005759,18,1,0.0896,177.28,,112,2.3,29,6.6,,126.89,27.3,277,8,107.9,8.3
7.4733,122,,20,4.389,4.22,2,2,10,42.85,0.048149,0.005176,0.055859,0.658606,0.76779,0.706755,0.068932,0.007958,20,1.14,0.11151,152.96,,10,3.4,32,9.3,,88.11,30.9,239,9.3,148.9,9.8
1.354,31,,10,6.201,5.846,2,5.93,10,23.86,0.0905,0.001154,0.004,0.80851,0.904164,0.89901,0.038124,0.00212,20,0.74,0.12566,229.12,,23.5,10,37,1.2,,138.45,32.3,358,8.3,133.1,9.4
41.2964,1092,,85,4.748,4.109,2,2,10,14.48,0.16233,0.003333,0.006767,1.0984,1.27083,1.26073,0.097086,0.008372,15,0.43,0.07828,161.28,,19,13,31.6,3.5,,93.11,31.4,252,8.9,136.5,9.7
1.896,10,,10,3.909,3.303,2,2,10,14.21,0.045045,0.001841,0.29156,0.56878,0.907226,0.613825,0.142519,0.052649,13,1.9,0.12154,117.76,,64,1.3,27,7,,95.48,24.1,184,8.3,53.9,4.5
7.584,1239,,10,5.138,4.272,2,2,10,51.07,0.047987,0.003248,0.023852,0.66696,0.742047,0.714947,0.05613,0.013045,30,0.96,0.08811,124.16,,10,3,27,3.5,,112.34,24.8,194,8,89.9,7.3
12.798,30,,30,5.076,3.969,2,2,10,10,0.041664,0.005,0.029024,0.6759,0.751588,0.717564,0.038152,0.01935,15,1.4,0.12463,184.32,,10,3,24.1,11,,95.69,29.1,288,8,87.3,6.7
,3,,3,8.6621,5.069,3.24,3.24,10,18.0504,0.2543,0.0045,0.0742,1.4411,1.7741,1.6954,0.1086,0.047,25,1.5,0.009,1135.36,,10,2.2,,,,133.3992,,1774,7.01,31.3,2.93
42.0388,717,,86,8.4165,7.1374,3.14,3.68,21,31.08,0.0872,0.003,0.0609,0.6104,0.7615,0.6976,0.086,0.0265,2.5,1,0.0064,175.36,,5,2.8,28.24,,,134.3136,25.04,274,,,
24.3536,1354,,10,8.03,5.6601,4.49,6.77,25.56,45.16,0.1711,0.0148,0.2,1.6121,1.998,1.7832,0.434,0.0628,20,0.5,0.0942,157.44,,295,2.7,30.2,,,138.702,32.5,246,,,
29.8,488,,10,10.362,2.443,7.4,23.1,138.72,252.96,0.737,0.01,0.034,1.549,2.33,2.286,,,12.5,0.8,0.132,150.4,,710,2,30,12,,454.4,24.5,235,8.4,99.6,8.2
33.76,733,,1,5.324,4.155,2,2,17.71,27.55,0.097,0.027,0.224,0.565,0.913,0.662,0.091,0.002,15,0.8,0.119,89.792,,17.9,2.5,32.3,9.05,,107,31.2,140.3,8.9,124.2,9.3
74.608,2247,,1,4.9312,4.7202,4.52,6.15,10,10,0.194351,0.002316,0.02864,0.368222,0.593529,0.562573,0.066268,0.031643,5,1.8,0.142,140.096,,7.33,2.4,32,16,,102.33,27.2,218.9,7.4,89.3,7.17
17.8508,2014,,10,6.0788,4.0379,2,2,11.7,43.32,0.129464,0.002598,0.00294,1.03606,1.171062,1.165524,,,25,1,0.13319,122.88,,52,2.7,30,22,,86.32,28.6,192,9.4,149,10.7
7.7372,259,,1,4.8512,4.2874,2,2,26.91,97,0.053602,0.001894,0.002204,0.87594,0.93364,0.929542,0.113182,0.017041,15,1.2,0.1236,161.28,,5.5,2.4,30,35,,97.01,24.9,252,8.6,87.3,7.3
8.7564,706,,1,4.4539,4.4062,2,2,10,10,0.040976,0.01133,0.155058,0.504305,0.711669,0.545281,0.082399,0.073106,18,0.9,0.13457,174.72,,10,2.7,37,19,,83.7,33.3,273,9.1,115.1,8.1
