CLOROF_A,COLI_FEC,COLI_TOT,E_COLI,COT,COT_SOL,DBO_SOL,DBO_TOT,DQO_SOL,DQO_TOT,N_NH3,N_NO2,N_NO3,N_ORG,N_TOT,N_TOTK,P_TOT,ORTO_PO4,COLOR_VER,TRANSPARENCIA,ABS_UV,SDT,SAAM,SST,TURBIEDAD,TEMP_AMB,PROFUNDIDAD,CAUDAL,DUR_TOT,TEMP_AGUA,CONDUC_CAMPO,pH_CAMPO,OD_%,OD_mg/L
,2419600,2419600,2419600,31.752,31.752,21.76,116.95,88.74,265.87,37.75877,0.00735,0.05258,0.80155,38.62025,38.56032,4.91742,3.11469,90,,0.289,615.68,3.882,100,70,31,,2182,155.31,30.1,962,7.4,10,1
,2419600,2419600,2419600,10.214,10.214,6.35,16.78,102.26,327.44,35.064362,0.007194,0.03598,8.933612,44.041148,43.997974,5.94021,4.242,90,,0.301,705.92,4.029,90,50,35,,1906,165.77,33.4,1103,7.2,10,1
,2419600,2419600,2419600,8.085,8.085,43.68,80.99,69.85,331.28,38.40585,0.01101,0.33191,6.12145,44.87022,44.5273,6.21746,1.92367,200,,0.185,709.12,6.49,140,20,34,,902,192.1,33.2,1108,7.5,10,1
,241960,241960,241960,7.68,7.304,16.13,75.47,37.54,182.1,39.7544,0.00703,0.12418,0,39.88561,39.7544,4.25658,2.15423,50,,0.341,657.92,1.893,300,170,34,,1443,191.1,32.9,1028,7.8,10,1
,15531000,19863000,12033000,15.512,15.512,31.5,225.8,70.28,235.89,23.6781,0.00748,0.04362,10.86077,34.58997,34.53887,4.84717,3.15037,70,,0.391,519.04,6.385,105.41,26,22,,1915,154.66,23.7,811,7.5,10,1
,2419600,2419600,2419600,41.93,25.95,2,202.38,52.58,300.72,29.712812,0.004084,0.025017,2.00737,31.749283,31.720182,4.67045,3.72017,70,,0.678,524.16,12.1,103.03,11,27,,2143,152.603,24.8,819,7.5,10,1
,24196,24196,24196,11.259,11.237,39.98,184.25,98.5,331.94,24.875034,0.007147,0.595167,6.91469,32.392038,31.789724,4.20446,3.07706,75,,0.377,540.16,5.392,100,12,29,,2138,141.636,27.2,844,7.7,13.2,1.04
,2419600,2419600,2419600,26.46,24,20.6,126.79,70.44,203.41,26.266533,0.004032,0.0186,2.20552,28.494685,28.472053,3.98338,2.68502,100,,0.072,643.2,6.19,74,20,37,,1616,174.798,33.2,1005,7.5,10,1
,24196000,24196000,19863000,24.28,22.56,32.11,81.27,53.26,211.65,21.761337,0.008699,0.025058,2.66479,24.459884,24.426127,3.68376,2.35338,150,,0.184,567.68,3.095,90,21,30,,1523,189.753,28.9,887,7.5,10,1
,19863000,24196000,19863000,35.98,17.636,66,143,70.19,231.81,23.607418,0.110066,0.17044,11.2713,35.159224,34.878718,5.11146,2.65279,100,,0.122,516.48,2.735,145,14,30,,2087,177.804,27.9,807,7.9,10,1
,2419600,2419600,1299700,23.89,18.52,43.3,48.1,56.38,170.05,24.85099,0.00476,0.011949,5.65927,30.526969,30.51026,3.55145,2.47462,60,,0.2,477.44,2.944,112.5,29,28,,1195.6,167.494,24.8,746,7.4,13.9,1.16
,24196,24196,24196,37.69,31.94,22.6,55.5,54.32,213.89,23.63839,0.008274,0.035155,6.72901,30.410829,30.3674,3.95302,2.82185,100,,0.363,624.64,5.285,71.67,21,33,,2079.4,215.831,30.8,976,7,10,1
,24196,,24196,38.76,,,57.5,,184.5,32.34893,0.004127,0.058937,0.71302,33.12502,33.061951,4.52548,3.43893,250,,,682.88,3.713,83.67,26,34,,700,167.11,32.8,1067,7.8,10,1
,4352,6488,211,4.9261,4.0898,5.02,5.98,21.7,34.993,0.0357,0.0017,0.1951,0.1883,0.4208,0.224,0.0873,0.0254,20,,0.009,125.632,,16,17,26.4,,498,92.0392,22,196.3,8.16,98.8,8.57
,1607,3873,131,7.5008,4.669,3.33,3.99,10,13.022,0.0693,0.0032,0.1205,0.4534,0.6464,0.5227,0.1041,0.0237,20,,0.009,100.8,,46.25,30,32.7,,5,116.4176,24.9,157.5,8.19,102.8,8.4
,411,6867,195,7.396,4.9171,2,2.13,24.4384,34.912,0.0388,0.0046,0.041,0.6344,0.7188,0.6732,0.261,0.029,15,,0.009,151.04,,23,20,34.7,,5,149.3828,29,236,8.48,108.8,8.12
,1835,24196,443,5.3614,4.0469,3.62,4.82,48.24,96.48,0.0362,0.0091,0.1496,0.3528,0.5477,0.389,0.1145,0.0116,37.5,,0.0596,235.52,,66.25,32,37.3,,5,156.18,35.4,368,7.98,101.3,6.91
,10462,11199,5794,9.8706,5.893,9.15,11.85,57.4,114.8,0.9146,0.0631,0.6996,1.1737,2.851,2.0883,0.5425,0.0865,625,,0.1051,119.36,,545,330,31.6,,5,127.142,30.4,186.5,8.12,39.9,2.98
,12997,24196,2187,5.3135,5.3135,9.5,10.79,15.43,18.68,0.0956,0.0204,1.2879,0.7062,2.1101,0.8018,0.3052,0.0665,125,,0.148,182.4,,175,60,33.3,,21.71,119.757,30.8,285,8.05,82.1,6.05
,7701,24196,670,4.47,3.805,3.19,3.97,21.008,32.32,0.052,0.006,0.706,1.19,1.954,1.242,0.537,0.074,1250,,0.176,97.28,0.537,210,400,35.4,,422.5,77.774,27.5,152,7.37,76.3,5.42
,495,3654,135,3.28,2.65,2,2,10,36,0.047,0.008,0.361,0.218,0.634,0.265,0.079,0.097,30,,0.101,118.72,0.028,17.5,9.5,28,,415.8,29,23.5,185.5,8.53,97.7,8.35
,2046,8164,109,3.775,2.586,2,2.6,14.62,21.11,0.21,0.003,0.209,0.119,0.541,0.329,0.077,0.063,20,,0.015,128.64,0.01,31.3,16,32,,483.2,70,25,201,8.3,98.4,8.5
,448,14136,148,3.284,3.284,2,2.6,16.8,63.82,0.068,0.006,0.17,0.572,0.816,0.64,0.103,0.044,25,,0.097,180.48,0.063,38.1,30,32,,107,110.4,27.5,282,8.4,116.4,8.6
,24196,24196,5172,4.85,4.85,2,2,10,32.66,0.24,0.041,0.524,0.792,1.597,1.032,0.56,0.062,40,,0.134,334.72,0.084,235,152.5,35,,,142,32.4,523,8.1,88.2,6.4
,6488,19863,2481,4.2739,4.0477,2,2,10,12.48,0.103939,0.0055,0.0814,0.349687,0.540526,0.453626,0.063354,0.0274,10,,0.079,170.24,0.036,22.67,21,26,,203,94.39,25.4,266,8.7,104.8,8.53
,8164,12997,368,4.0028,3.7933,2,2,10,10,0.272972,0.005342,0.223644,0.234019,0.735977,0.506991,0.093084,0.053627,5,,0.109,135.04,0.031,30,23,29,,,85.96,25.3,211,8.5,99.6,8.15
,24196,24196,272,3.4656,3.2483,2,4.43,10,12.48,0.123213,0.011698,0.150363,0.40265,0.687924,0.525863,0.140956,0.063459,25,,0.109,247.04,0.029,24.62,11,39,,,127.91,34.2,386,8.5,105.2,7.26
,77010,141360,164,4.4066,4.2693,2,2,24.6,31.15,0.220356,0.046763,0.880847,2.392538,3.540504,2.612894,0.698714,0.136561,625,,0.227,113.92,0.01,290,400,36,,389.6,92.85,30.5,178,7.5,79.3,6.83
,11199,19863,6488,5.3308,4.2374,2,2,10,10,0.189049,0.017137,0.262975,0.983667,1.452828,1.172716,0.235552,0.08234,70,,0.16961,149.12,0.042,185,100,36,,894.2,90.76,31.5,233,8.5,99.6,7.3
,24196,24196,5794,4.0942,3.3689,2,2,10,10,0.293086,0.007436,0.333316,0.477914,1.111752,0.771,0.414716,0.055222,125,,0.08961,135.68,0.051,130,90,34,,,92.07,28.1,212,7.6,107.7,8.34
,5172,19863,4884,3.3113,,2,2,18.98,31.99,0.035227,0.003692,0.201883,0.44577,0.686572,0.480997,0.085634,0.030728,15,,0.08157,129.92,0.01,15.33,6.7,29,,824.3,86.02,21.5,203,8.3,102.7,8.94
,1785,6131,41,3.886,3.7369,2,2,10,10,0.257023,0.007475,0.5124,0.417273,1.194171,0.674296,0.100654,0.100654,25,,0.08858,140.8,0.022,13.5,5.6,34,,586.9,97.01,24.5,220,8.5,108.1,8.86
,6015,7215,1076,3.1937,3.0598,2,2,10,28.12,0.087427,0.003092,0.101789,0.278673,0.470981,0.3661,0.1671,0.00499,20,,0.09991,163.2,0.035,15.33,9.8,28,,736,106.68,26.8,255,8.8,101.4,8.07
,24196,24196,24196,6.3119,6.195,2,2,10,15.96,0.436253,0.030211,0.296224,0.925426,1.688114,1.361679,0.232403,0.099557,30,,0.12493,216.32,0.268,130,25,32,,663,116.82,31.1,338,8,87.5,6.48
,32550,86640,20460,4.5183,3.6725,2,4.5,10,20.06,0.366284,0.053085,0.676731,0.940883,2.036983,1.307167,0.449357,0.10898,125,,0.16789,210.56,0.045,158,190,34,,428,119.28,30.1,329,7.6,107.4,8.09
,4352,11199,1043,3.628,3.076,2,2,10,10,0.04563,0.00606,0.06678,0.52781,0.64628,0.57344,0.0329,0.00543,15,,0.067,139.52,0.01,13,5,24,,842,99.59,20.9,218,8.4,99.8,8.92
,2755,14136,187,4.428,3.606,2,4.53,10,10,0.03728,0.01186,0.21316,0.3943,0.6566,0.43158,0.05892,0.08766,25,,0.089,149.12,0.077,18,7.2,29,,987,99.85,22.8,233,8.4,96.8,8.32
,4352,12997,345,4.084,3.92,2,2,10,10,0.22499,0.0127,0.21857,0.25043,0.70669,0.47542,0.10909,0.06911,30,,0.099,129.28,0.03,23.86,18,28,,102,73.97,26.8,202,8.3,93.7,7.51
,24196,24196,24196,5.689,5.257,2,2,10,25.56,0.206707,0.012851,0.090677,0.653634,0.963869,0.860341,0.09106,0.0337,20,,0.173,188.8,0.063,18,10,36,,55,98.24,31.4,295,7.9,93.8,6.86
,241960,241960,173290,5.061,4.591,2,2,18.66,91.85,0.582392,0.044779,1.183121,3.494874,5.305166,4.077266,0.93972,0.1626,300,,0.16,129.28,0.101,706.67,300,30,,,89.92,28.7,202,8.8,94.8,7.34
,7701,24196,4884,4.639,4.639,2,4.92,10,10,0.62181,0.03174,0.34595,2.73668,3.73618,3.35849,0.55717,0.09889,60,,0.137,194.56,0.028,95.71,55,34,,75,113.01,30.2,304,8,78.7,5.86
,2143,9208,185,4.865,4.72,2,2,10,17.98,0.03527,0.00472,0.31439,0.55973,0.91411,0.595,0.06942,0.05767,15,,0.117,95.36,0.023,29,16,24,,265,59.015,21.8,149,8.5,99.8,8.74
,5172,11199,816,3.404,3.404,2,4.67,10,15.96,0.872115,0.007429,0.168428,0,1.047972,0.872115,0.05718,0.09764,10,,0.126,117.12,0.062,30.27,17,24,,292,84.55,22.4,183,8.6,100.2,8.68
,1126,10462,243,4.76,4.231,2,2,10,33.33,0.070754,0.010253,0.058624,0.51607,0.655701,0.586824,0.05187,0.05187,10,,0.084,189.44,0.029,12,7.6,29,,31,118.742,25.7,296,8.1,86,6.98
,3654,24196,471,4.392,4.319,2,2,10,10,0.080332,0.00464,0.121677,0.57866,0.785309,0.658992,0.05114,0.02723,10,,0.078,150.4,0.043,15.5,13,33,,21,87.84,30.3,235,8.2,86.8,6.46
,51720,57940,32550,6.004,3.628,2,5.58,10,10,0.645525,0.068868,1.292896,0.98356,2.990849,1.629085,0.21326,0.13842,100,,0.155,337.92,0.125,80,40,29,,857,167.782,28.3,528,8,90.7,6.98
,3448,19863,1187,3.998,3.498,2,2,10,59,0.056103,0.003958,0.218484,0.45236,0.730905,0.508463,0.11103,0.06277,50,,0.137,119.68,0.064,48.67,19,25,,374,92.432,24.1,187,8.6,97.3,8.16
,9208,24196,2359,3.451,3.222,2,2,10,10,0.102781,0.006768,0.165435,0.35157,0.626554,0.454351,0.08672,0.02061,5,,0.088,117.12,0.128,20.5,9.3,26,,179.3,88.792,21.4,183,8.5,93.1,8.18
,51720,64880,26030,5.151,4.095,2,2,10,10,0.203522,0.060866,0.620762,2.30268,3.18783,2.506202,0.32577,0.07985,100,,0.173,170.88,0.141,148,75,36,,69.9,114.63,31.2,267,7.6,111.3,8.06
,24196,,24196,4.473,,,2,,10,0.516223,0.043606,0.332981,1.80435,2.69716,2.32057,0.24521,0.07263,50,,,238.72,0.044,65,70,33,,47.6,121.512,31.6,373,7.9,100.2,5.61
,3076,7270,171,5.9976,4.1255,3.28,3.94,13.3,21.7,0.0452,0.0017,0.2156,0.17,0.4325,0.2152,0.0622,0.0242,100,,0.009,110.72,,22.25,14,26.6,,,98.3146,22.5,173,8.16,96.6,8.22
,1464,2247,213,8.286,4.564,2.37,4.23,10,14.554,0.0526,0.0033,0.1065,0.4715,0.6339,0.5241,0.0997,0.0292,,,0.009,117.44,,30.5,21,,,5,108.3888,,183.5,8.03,96.3,7.49
,355,6488,206,9.0146,6.0281,,18.27,,25.42,0.1075,0.0051,0.0747,0.7686,0.9559,0.8761,0.0629,0.0251,,,0.009,133.76,,37,27,34.4,,5,149.3828,28.4,209,7.17,100.2,7.71
,1401,6867,481,6.0417,4.4169,3.08,5.12,88.44,241.2,0.0576,0.0094,0.2264,0.3822,0.6756,0.4398,0.1285,0.0166,50,,0.0945,232.96,,82,45,38.1,,5,164.51,35.8,364,7.96,95.9,6.61
,24196,24196,24196,9.2676,8.494,5.13,8.49,147.6,188.6,0.6683,0.0344,0.9244,0.9276,2.5547,1.5959,0.578,0.1472,500,,0.1322,132.864,,425,290,33.2,,5,111.25,30.7,207.6,8.03,69.4,5.11
,4083,24196,2909,4.8725,4.1195,4.1,5.75,20.7,38.21,0.0947,0.0042,0.5233,0.8023,1.4245,0.897,0.3287,0.0509,150,,0.145,147.2,,197.5,80,33.7,,38.21,102.949,29.7,230,7.98,86.9,6.5
,2987,24196,529,4.18,4.18,3.14,3.98,36.36,67.064,0.077,0.008,0.617,1.103,1.805,1.18,0.501,0.066,750,,0.204,80,0.369,205,400,35.1,,5,75.672,26.3,125,7.71,79.8,5.32
,2909,7701,41,3.61,3.29,3,15,32,51,0.053,0.003,0.214,0.273,0.543,0.326,0.96,0.041,20,,0.107,133.12,0.067,25,25,34,,0,169,24.1,208,7.95,104,8.58
,2725,4884,109,4.286,2.853,4,5.9,10.56,37.35,0.217,0.003,0.212,0.195,0.627,0.412,0.059,0.031,7.5,,0.215,135.68,0.011,21.7,12,34,,0,74,25.3,212,8.2,100.3,8.6
,2046,24196,908,3.715,2.813,2.1,3.2,18.77,51.27,0.058,0.006,0.195,0.899,1.158,0.957,0.151,0.043,10,,0.098,168.32,0.084,45.6,21,33,,0,150.5,27.2,263,8.4,110.3,8.2
,24196,24196,19863,5.86,4.96,2,2,16.64,32.04,0.023,0.034,1.453,1.896,3.406,1.919,0.61,0.102,187.5,,0.159,277.76,0.046,580,325,35,,1111,136,31,434,8.2,71.1,5.3
,8164,11199,813,5.016,5.016,2,2,12.42,26.5,0.053,0.017,0.495,1.075,1.64,1.128,0.202,0.067,50,,0.135,318.08,0.08,83.3,40,35,,,132,32.5,497,8.3,91.2,6.6
,9208,24196,2282,4.321,4.1797,2,2,10,15.81,0.289818,0.0063,0.0875,0.046233,0.429851,0.336051,0.061371,0.029,8,,0.081,152.32,0.019,21.25,8.7,27,,0,86.84,24.6,238,8.5,94.1,7.79
,6131,6867,754,3.629,3.5514,2,2,10,10,0.107946,0.00847,1.839712,0.400282,2.35641,0.508228,0.088139,0.051166,5,,0.085,183.68,0.014,16.25,9.1,29,,0,114.61,25.7,287,8.5,104.6,8.39
,3076,3873,73,2.9034,2.8358,2,4.07,10,19.97,0.123606,0.010785,0.099086,0.652615,0.886092,0.776221,0.164498,0.055852,25,,0.124,249.6,0.033,30,8.6,39,,,131.78,33.7,390,8.9,145.2,10.02
,10462,15531,860,4.493,4.2193,2,2,18.04,40.62,0.239477,0.048924,0.876192,2.479601,3.644194,2.719078,0.919993,0.139834,1000,,0.246,131.84,0.01,580,550,38,,0,96.8,34.8,206,7.2,79.3,6.03
,15531,24196,7701,5.938,4.7615,2,4.45,10,10,0.178053,0.013768,0.267919,0.990794,1.450534,1.168847,0.029695,0.029695,70,,0.16789,146.56,0.025,140,90,34,,0,94.89,31.1,229,8.3,92.1,6.78
,24196,24196,7701,4.0372,2.9796,2,2,10,10,0.080679,0.015576,0.323316,0.582321,1.001892,0.663,0.392316,0.058724,150,,0.12566,134.4,0.048,110,80,35,,,99.75,28.8,210,7.7,95.1,7.3
,5172,17329,2382,3.3158,3.0294,2,2,19.89,58.49,0.082757,0.281521,,0.495674,,0.578431,0.086217,0.086217,15,,0.0888,135.04,0.01,7,4.9,31,,,84,22,211,7.4,97.8,8.26
,1314,4352,110,3.4571,3.361,2,2,10,10,0.04876,0.005568,0.116876,0.540448,0.711652,0.589208,0.067563,0.03159,15,,0.10222,136.32,0.022,9.5,2.9,35,,,97.01,24.5,213,8.2,103.5,8.62
,4884,8664,185,3.38,3.38,2,2,10.22,32.64,0.091733,0.004977,0.18264,0.389067,0.668417,0.4808,0.1688,0.042882,25,,0.09579,165.76,0.063,9.5,8.1,29,,5500,106.68,27.2,259,8.7,105.4,8.35
,24196,24196,24196,5.4019,5.254,2,2,10,21.84,0.222472,0.026651,0.270844,0.729987,1.249954,0.952459,0.156849,0.094556,30,,0.10609,219.52,0.19,62.86,26,33,,1200,123.07,31.5,343,7.7,77.5,5.68
,46110,77010,9320,4.075,3.8751,2,4.44,10,22.57,0.342979,0.049382,0.833319,1.00862,2.2343,1.351599,0.551499,0.124156,250,,0.18506,193.28,0.049,313.33,280,35,,3400,110.91,30.5,302,7.6,83,6.16
,41060,48840,11120,5.9209,3.9722,2,4.51,10,10,0.295228,0.02085,0.551334,0.749955,1.617367,1.045183,0.434018,0.092978,40,,0.11982,252.8,0.031,236,95,34,,4000,138.39,30.5,395,8.1,93.7,7.02
,2909,9208,1430,4.269,4.03,2,2,10,16.19,0.08023,0.038,0.26492,0.33825,0.7214,0.41848,0.03351,0.01039,10,,0.072,140.8,0.057,17,5.5,26,,2200,99.59,22.7,220,8.1,95.9,8.26
,2187,12033,110,3.438,3.438,2,4.53,10,10,0.04408,0.00506,0.05923,0.40458,0.51295,0.44866,0.06225,0.04386,40,,0.092,150.4,0.153,16,5.4,32,,21143,99.85,23.5,235,8.3,92.2,7.75
,7270,17329,2143,3.439,3.439,2,2,10,24.59,0.16188,0.0024,0.004,0.66626,0.83454,0.82814,0.11866,0.01189,25,,0.07,163.84,0.068,21.76,12,30,,5942,102.74,27.6,256,8.1,91.6,7.19
,24196,24196,24196,4.662,4.304,2,2,10,26.41,0.120608,0.004737,0.096795,0.780216,1.002356,0.900824,0.13265,0.04954,10,,0.134,231.68,0.015,18.5,12,37,,5176,122.8,33.2,362,8.1,100.2,7.11
,241960,241960,111990,4.972,4.599,2,2,12.72,85.54,0.610868,0.051406,1.272665,3.299985,5.234924,3.910853,1.00365,0.13873,,,0.154,130.56,0.111,620,230,33,,3530,87.87,29.8,204,8.2,86.9,6.61
,17890,64880,4710,4.754,4.361,2,2,10,10,0.35915,0.11894,0.44656,0.8331,1.75775,1.19225,0.24542,0.16723,50,,0.14,185.6,0.037,168,75,34,,5337,102.74,32.6,290,8.3,87.5,6.26
,4106,14136,1063,4.389,1.041,2,2,10.27,64.89,0.15687,0.00843,0.18565,0.68944,1.04039,0.84631,0.07851,0.02412,15,,0.099,134.4,0.062,48.89,24,25,,12528,91.575,22.4,210,8.6,98.2,8.56
,4884,12997,1064,4.24,4.24,2,2,10,12.6,0.555444,0.008255,0.450523,0.75913,1.773352,1.314574,0.08186,0.04026,13,,0.137,163.2,0.057,36.25,23,25,,1339,103.11,23.6,255,8.1,83,7.05
,2359,11199,121,5.081,5.081,2,2,10,18.39,0.087663,0.013866,0.08178,0.52312,0.706429,0.610783,0.07127,0.03772,20,,0.106,156.8,0.067,27,12,31,,13545,101.779,25.4,245,8.4,101.2,8.22
,670,4106,269,5.598,5.553,2,2,10,10,0.057268,0.005734,0.24545,0.73634,1.044792,0.793608,0.08178,0.02938,13,,0.089,140.8,0.11,66.9,20,34,,7747,85.888,30.6,220,8.2,89.2,6.57
,98040,129970,9208,4.22,3.764,2,8.4,10,10,0.838002,0.124801,1.072086,1.05114,3.086029,1.889142,0.22514,0.16146,50,,0.147,346.88,0.211,136.92,60,31,,1919,169.779,29.5,542,7.9,72.2,5.46
,14136,24196,3654,4.626,4.132,2,2,10,10,0.046975,0.002915,0.354687,0.58638,0.990957,0.633355,0.11593,0.05508,50,,0.122,121.6,0.073,62.67,15,26,,10728,92.432,25.1,190,8.5,92.3,7.6
,4611,24196,3255,3.701,3.323,2,2,10,10,0.112219,0.00633,0.202001,0.37443,0.69498,0.486649,0.09088,0.02211,10,,0.094,117.76,0.061,23.5,11,27,,8199.8,92.828,21.8,184,8.4,87.1,7.56
,98040,198630,26130,5.01,3.36,2,2,10,10,0.224865,0.0715,0.639912,1.73253,2.668807,1.957395,0.31514,0.09489,100,,0.195,165.12,0.131,134.29,120,26,,9510.6,113.75,26.6,258,7.7,82.3,6.43
